"Load Name","PTID","Subzone","Zone"
"NORDIC_NM_CENTRAL",303893,"NMPC CENTRAL","CENTRL"
"NORDIC_NM_GENESEE",302893,"NMPC GENESEE","GENESE"
"NORDIC_NM_MOHAWKVY",305893,"NMPC MOHAWK VLY","MHK VL"
"NORDIC_NM_NORTH",304893,"NMPC NORTH","NORTH"
"NORDIC_NM_WEST",301893,"NMPC WEST","WEST"
"NORDIC_NY_CAPITAL",406893,"NYSEG CAPITAL","CAPITL"
"NORDIC_NY_CENTRAL",403893,"NYSEG CENTRAL","CENTRL"
"NORDIC_NY_HUDSONVY",407893,"NYSEG HUDSON VLY","HUD VL"
"NORDIC_NY_MILLWOOD",408893,"NYSEG MILLWOOD","MILLWD"
"NORDIC_NY_MOHAWKVY",405893,"NYSEG MOHAWK VLY","MHK VL"
"NORDIC_NY_NORTH",404893,"NYSEG NORTH","NORTH"
"NORDIC_NY_WEST",401893,"NYSEG WEST","WEST"
"NORDIC_OR_HUDSONVY",607893,"O&R HUDSON VLY","HUD VL"
"NORDIC_RG_GENESEE",802893,"RG&E GENESEE","GENESE"
"NORTH_LOAD_HUB",100400,"NMPC NORTH","NORTH"
"NPEMVT_VL_CAPITAL",988020,"NMPC CAPITAL","CAPITL"
"NPEMVT_VL_CAPITAL2",966020,"NMPC CAPITAL","CAPITL"
"NPEMVT_VL_CAPITAL3",944020,"NMPC CAPITAL","CAPITL"
"NPEMVT_VL_CENTRAL",982020,"NMPC CENTRAL","CENTRL"
"NPEMVT_VL_CENTRAL2",960020,"NMPC CENTRAL","CENTRL"
"NPEMVT_VL_CENTRAL3",938020,"NMPC CENTRAL","CENTRL"
"NPEMVT_VL_DUNWOODI",994020,"CON ED DUNWOODIE","DUNWOD"
"NPEMVT_VL_DUNWOODI2",972020,"CON ED DUNWOODIE","DUNWOD"
"NPEMVT_VL_DUNWOODI3",950020,"CON ED DUNWOODIE","DUNWOD"
"NPEMVT_VL_GENESEE",980020,"NMPC GENESEE","GENESE"
"NPEMVT_VL_GENESEE2",958020,"NMPC GENESEE","GENESE"
"NPEMVT_VL_GENESEE3",936020,"NMPC GENESEE","GENESE"
"NPEMVT_VL_HUDSONVY",990020,"O&R HUDSON VLY","HUD VL"
"NPEMVT_VL_HUDSONVY2",968020,"O&R HUDSON VLY","HUD VL"
"NPEMVT_VL_HUDSONVY3",946020,"O&R HUDSON VLY","HUD VL"
"NPEMVT_VL_LONG-ISL",998020,"LIPA LONG ISLAND","LONGIL"
"NPEMVT_VL_LONG-ISL2",976020,"LIPA LONG ISLAND","LONGIL"
"NPEMVT_VL_LONG-ISL3",954020,"LIPA LONG ISLAND","LONGIL"
"NPEMVT_VL_MILLWOOD",992020,"CON ED MILLWOOD","MILLWD"
"NPEMVT_VL_MILLWOOD2",970020,"CON ED MILLWOOD","MILLWD"
"NPEMVT_VL_MILLWOOD3",948020,"CON ED MILLWOOD","MILLWD"
"NPEMVT_VL_MOHAWKVY",986020,"NMPC MOHAWK VLY","MHK VL"
"NPEMVT_VL_MOHAWKVY2",964020,"NMPC MOHAWK VLY","MHK VL"
"NPEMVT_VL_MOHAWKVY3",942020,"NMPC MOHAWK VLY","MHK VL"
"NPEMVT_VL_NORTH",984020,"NMPC NORTH","NORTH"
"NPEMVT_VL_NORTH2",962020,"NMPC NORTH","NORTH"
"NPEMVT_VL_NORTH3",940020,"NMPC NORTH","NORTH"
"NPEMVT_VL_NY-CITY",996020,"CON ED NY CITY","N.Y.C."
"NPEMVT_VL_NY-CITY2",974020,"CON ED NY CITY","N.Y.C."
"NPEMVT_VL_NY-CITY3",952020,"CON ED NY CITY","N.Y.C."
"NPEMVT_VL_WEST",978020,"NMPC WEST","WEST"
"NPEMVT_VL_WEST2",956020,"NMPC WEST","WEST"
"NPEMVT_VL_WEST3",934020,"NMPC WEST","WEST"
"NPEMVT_VS_CAPITAL",989020,"NMPC CAPITAL","CAPITL"
"NPEMVT_VS_CAPITAL2",967020,"NMPC CAPITAL","CAPITL"
"NPEMVT_VS_CAPITAL3",945020,"NMPC CAPITAL","CAPITL"
"NPEMVT_VS_CENTRAL",983020,"NMPC CENTRAL","CENTRL"
"NPEMVT_VS_CENTRAL2",961020,"NMPC CENTRAL","CENTRL"
"NPEMVT_VS_CENTRAL3",939020,"NMPC CENTRAL","CENTRL"
"NPEMVT_VS_DUNWOODI",995020,"CON ED DUNWOODIE","DUNWOD"
"NPEMVT_VS_DUNWOODI2",973020,"CON ED DUNWOODIE","DUNWOD"
"NPEMVT_VS_DUNWOODI3",951020,"CON ED DUNWOODIE","DUNWOD"
"NPEMVT_VS_GENESEE",981020,"NMPC GENESEE","GENESE"
"NPEMVT_VS_GENESEE2",959020,"NMPC GENESEE","GENESE"
"NPEMVT_VS_GENESEE3",937020,"NMPC GENESEE","GENESE"
"NPEMVT_VS_HUDSONVY",991020,"O&R HUDSON VLY","HUD VL"
"NPEMVT_VS_HUDSONVY2",969020,"O&R HUDSON VLY","HUD VL"
"NPEMVT_VS_HUDSONVY3",947020,"O&R HUDSON VLY","HUD VL"
"NPEMVT_VS_LONG-ISL",999020,"LIPA LONG ISLAND","LONGIL"
"NPEMVT_VS_LONG-ISL2",977020,"LIPA LONG ISLAND","LONGIL"
"NPEMVT_VS_LONG-ISL3",955020,"LIPA LONG ISLAND","LONGIL"
"NPEMVT_VS_MILLWOOD",993020,"CON ED MILLWOOD","MILLWD"
"NPEMVT_VS_MILLWOOD2",971020,"CON ED MILLWOOD","MILLWD"
"NPEMVT_VS_MILLWOOD3",949020,"CON ED MILLWOOD","MILLWD"
"NPEMVT_VS_MOHAWKVY",987020,"NMPC MOHAWK VLY","MHK VL"
"NPEMVT_VS_MOHAWKVY2",965020,"NMPC MOHAWK VLY","MHK VL"
"NPEMVT_VS_MOHAWKVY3",943020,"NMPC MOHAWK VLY","MHK VL"
"NPEMVT_VS_NORTH",985020,"NMPC NORTH","NORTH"
"NPEMVT_VS_NORTH2",963020,"NMPC NORTH","NORTH"
"NPEMVT_VS_NORTH3",941020,"NMPC NORTH","NORTH"
"NPEMVT_VS_NY-CITY",997020,"CON ED NY CITY","N.Y.C."
"NPEMVT_VS_NY-CITY2",975020,"CON ED NY CITY","N.Y.C."
"NPEMVT_VS_NY-CITY3",953020,"CON ED NY CITY","N.Y.C."
"NPEMVT_VS_WEST",979020,"NMPC WEST","WEST"
"NPEMVT_VS_WEST2",957020,"NMPC WEST","WEST"
"NPEMVT_VS_WEST3",935020,"NMPC WEST","WEST"
"NPX_LOAD_1385_PROXY",355589,"NENP","NPX"
"NPX_LOAD_CSC",355535,"NPX-CSC","NPX"
"NRG5SP_SP_OSWEGGRP",303385,"NMPC CENTRAL","CENTRL"
"NRG5SP_SP_OSWEGO1",312416,"NMPC CENTRAL","CENTRL"
"NRG5SP_SP_OSWEGO2",313416,"NMPC CENTRAL","CENTRL"
"NRG5SP_SP_OSWEGO3",314416,"NMPC CENTRAL","CENTRL"
"NRG5SP_SP_OSWEGO5",315416,"NMPC CENTRAL","CENTRL"
"NRG5SP_SP_OSWEGO6",316416,"NMPC CENTRAL","CENTRL"
"NRG6SP_SP_DNKIRK",312417,"NMPC WEST","WEST"
"NRG6SP_SP_DNKIRK1",313417,"NMPC WEST","WEST"
"NRG6SP_SP_DNKIRK2",314417,"NMPC WEST","WEST"
"NRG6SP_SP_DNKIRK3",315417,"NMPC WEST","WEST"
"NRG7SP_SP_1HUNTL68",316431,"NMPC WEST","WEST"
"NRG7SP_SP_2HUNTL68",317431,"NMPC WEST","WEST"
"NRG7SP_SP_3HUNTL68",318431,"NMPC WEST","WEST"
"NRG7SP_SP_HUNTLY63",301385,"NMPC WEST","WEST"
"NRG7SP_SP_HUNTLY64",312431,"NMPC WEST","WEST"
"NRG7SP_SP_HUNTLY65",313431,"NMPC WEST","WEST"
"NRG7SP_SP_HUNTLY66",314431,"NMPC WEST","WEST"
"NRG7SP_SP_HUNTLY67",315431,"NMPC WEST","WEST"
"NRGAK_CE_NY-CITY",110275,"CON ED NY CITY","N.Y.C."
"NRGE_CE_DUNWOODI",109126,"CON ED DUNWOODIE","DUNWOD"
"NRGE_CE_MILLWOOD",108126,"CON ED MILLWOOD","MILLWD"
"NRGE_CE_NY-CITY",110126,"CON ED NY CITY","N.Y.C."
"NRGE_CH_HUDSONVY",507126,"CENT HUD HUDSON VLY","HUD VL"
"NRGE_CH_MOHAWKVY",505126,"CENT HUD MOHAWK VLY","MHK VL"
"NRGE_NM_CAPITAL",306126,"NMPC CAPITAL","CAPITL"
"NRGE_NM_CENTRAL",303126,"NMPC CENTRAL","CENTRL"
"NRGE_NM_GENESEE",302126,"NMPC GENESEE","GENESE"
"NRGE_NM_MOHAWKVY",305126,"NMPC MOHAWK VLY","MHK VL"
"NRGE_NM_NORTH",304126,"NMPC NORTH","NORTH"
"NRGE_NM_WEST",301126,"NMPC WEST","WEST"
"NRGE_NY_CAPITAL",406126,"NYSEG CAPITAL","CAPITL"
"NRGE_NY_CENTRAL",403126,"NYSEG CENTRAL","CENTRL"
"NRGE_NY_HUDSONVY",407126,"NYSEG HUDSON VLY","HUD VL"
"NRGE_NY_MILLWOOD",408126,"NYSEG MILLWOOD","MILLWD"
"NRGE_NY_MOHAWKVY",405126,"NYSEG MOHAWK VLY","MHK VL"
"NRGE_NY_NORTH",404126,"NYSEG NORTH","NORTH"
"NRGE_NY_WEST",401126,"NYSEG WEST","WEST"
"NRGE_OR_HUDSONVY",607126,"O&R HUDSON VLY","HUD VL"
"NRGE_RG_GENESEE",802126,"RG&E GENESEE","GENESE"
"NRGE-PSL_NMCN_DEWITT",80113,"NMPC CENTRAL","CENTRL"
"NRGE-PSL_NMCP_ALBANY",79908,"NMPC CAPITAL","CAPITL"
"NRGE-PSL_NMGN_BATAVIA",79940,"NMPC GENESEE","GENESE"
"NRGE-PSL_NMGN_GOLAH",80280,"NMPC GENESEE","GENESE"
"NRGE-PSL_NMMV_EDICPRT",80612,"NMPC MOHAWK VLY","MHK VL"
"NRGE-PSL_NMNO_ROSEMNTA",80660,"NMPC NORTH","NORTH"
"NRGE-PSL_NMWE_PACKARD",80570,"NMPC WEST","WEST"
"NRGE-PSL_NYCN_GOUDEY",80283,"NYSEG CENTRAL","CENTRL"
"NRGE-PSL_NYCP_MULBRYNY",55607,"NYSEG CAPITAL","CAPITL"
"NRGE-PSL_NYHV_WWDBURNR",80839,"NYSEG HUDSON VLY","HUD VL"
"NRGE-PSL_NYML_CROTONFL",80096,"NYSEG MILLWOOD","MILLWD"
"NRGE-PSL_NYMV_ENORWICH",80154,"NYSEG MOHAWK VLY","MHK VL"
"NRGE-PSL_NYNO_KENTSFL",80397,"NYSEG NORTH","NORTH"
"NRGE-PSL_NYNO_MASONCR",81038,"NYSEG NORTH","NORTH"
"NRGE-PSL_NYWE_GARDNVLA",80264,"NYSEG WEST","WEST"
"NRGE-PSL_NYWE_STOLLERD",80785,"NYSEG WEST","WEST"
"NRGE-PSL_RGGN_GINNA",80272,"RG&E GENESEE","GENESE"
"NRGE-PSL_RGGN_STA67",80776,"RG&E GENESEE","GENESE"
"NRGE-PSL_RGGN_STA82",80779,"RG&E GENESEE","GENESE"
"NRGPM_CE_NY-CITY",110274,"CON ED NY CITY","N.Y.C."
"NRGPM_NM_CENTRAL",303274,"NMPC CENTRAL","CENTRL"
"NRGPM_NM_WEST",301274,"NMPC WEST","WEST"
"NRGSP_SP_ARTKLGRP",110385,"CON ED NY CITY","N.Y.C."
"NRGSP_SP_ARTKLGT1",112385,"CON ED NY CITY","N.Y.C."
"NRGSP_SP_ASTGTGP2",113385,"CON ED NY CITY","N.Y.C."
"NRGSP_SP_ASTGTGRP",111385,"CON ED NY CITY","N.Y.C."
"NRGSP_SP_DNKRKGRP",312385,"NMPC WEST","WEST"
"NRGVT__VL__CAPITAL",988316,"NMPC CAPITAL","CAPITL"
"NRGVT__VL__CENTRAL",982316,"NYSEG CENTRAL","CENTRL"
"NRGVT__VL__DUNWOODIE",994316,"CON ED DUNWOODIE","DUNWOD"
"NRGVT__VL__GENESEE",980316,"NMPC GENESEE","GENESE"
"NRGVT__VL__HUDSON VLY",990316,"NYSEG HUDSON VLY","HUD VL"
"NRGVT__VL__LONG-ISL",998316,"LIPA LONG ISLAND","LONGIL"
"NRGVT__VL__MILLWOOD",992316,"NYSEG MILLWOOD","MILLWD"
"NRGVT__VL__MOHAWK VLY",986316,"NYSEG MOHAWK VLY","MHK VL"
"NRGVT__VL__NORTH",984316,"NMPC NORTH","NORTH"
"NRGVT__VL__NY-CITY",996316,"CON ED NY CITY","N.Y.C."
"NRGVT__VL__WEST",978316,"NMPC WEST","WEST"
"NRGVT__VS__CAPITAL",989316,"NMPC CAPITAL","CAPITL"
"NRGVT__VS__CENTRAL",983316,"NYSEG CENTRAL","CENTRL"
"NRGVT__VS__DUNWOODIE",995316,"CON ED DUNWOODIE","DUNWOD"
"NRGVT__VS__GENESEE",981316,"NMPC GENESEE","GENESE"
"NRGVT__VS__HUDSON VLY",991316,"NYSEG HUDSON VLY","HUD VL"
"NRGVT__VS__LONG-ISL",999316,"LIPA LONG ISLAND","LONGIL"
"NRGVT__VS__MILLWOOD",993316,"NYSEG MILLWOOD","MILLWD"
"NRGVT__VS__MOHAWK VLY",987316,"NYSEG MOHAWK VLY","MHK VL"
"NRGVT__VS__NORTH",985316,"NMPC NORTH","NORTH"
"NRGVT__VS__NY-CITY",997316,"CON ED NY CITY","N.Y.C."
"NRGVT__VS__WEST",979316,"NMPC WEST","WEST"
"NSI_NM_CAPITAL",306237,"NMPC CAPITAL","CAPITL"
"NSI_NM_CENTRAL",303237,"NMPC CENTRAL","CENTRL"
"NSI_NM_GENESEE",302237,"NMPC GENESEE","GENESE"
"NSI_NM_MOHAWKVY",305237,"NMPC MOHAWK VLY","MHK VL"
"NSI_NM_NORTH",304237,"NMPC NORTH","NORTH"
"NSI_NM_WEST",301237,"NMPC WEST","WEST"
"NSI_NY_CAPITAL",406237,"NYSEG CAPITAL","CAPITL"
"NSI_NY_CENTRAL",403237,"NYSEG CENTRAL","CENTRL"
"NSI_NY_HUDSONVY",407237,"NYSEG HUDSON VLY","HUD VL"
"NSI_NY_MILLWOOD",408237,"NYSEG MILLWOOD","MILLWD"
"NSI_NY_MOHAWKVY",405237,"NYSEG MOHAWK VLY","MHK VL"
"NSI_NY_NORTH",404237,"NYSEG NORTH","NORTH"
"NSI_NY_WEST",401237,"NYSEG WEST","WEST"
"NSI_PCLB_CAPITL01",906237,"NYSEG CAPITAL","CAPITL"
"NSI_PCLB_CENTRL01",903237,"NYSEG CENTRAL","CENTRL"
"NSI_PCLB_GENESE01",902237,"NMPC GENESEE","GENESE"
"NSI_PCLB_HUD VL01",907237,"NYSEG HUDSON VLY","HUD VL"
"NSI_PCLB_MHK VL01",905237,"NYSEG MOHAWK VLY","MHK VL"
"NSI_PCLB_MILLWD01",908237,"NYSEG MILLWOOD","MILLWD"
"NSI_PCLB_NORTH01",904237,"NYSEG NORTH","NORTH"
"NSI_PCLB_WEST01",901237,"NYSEG WEST","WEST"
"NSI_RG_GENESEE",802237,"RG&E GENESEE","GENESE"
"NSNYVT_VL_CAPITAL",988881,"NMPC CAPITAL","CAPITL"
"NSNYVT_VL_CENTRAL",982881,"NMPC CENTRAL","CENTRL"
"NSNYVT_VL_DUNWOODI",994881,"CON ED DUNWOODIE","DUNWOD"
"NSNYVT_VL_GENESEE",980881,"NMPC GENESEE","GENESE"
"NSNYVT_VL_HUDSONVY",990881,"CENT HUD HUDSON VLY","HUD VL"
"NSNYVT_VL_LONG-ISL",998881,"LIPA LONG ISLAND","LONGIL"
"NSNYVT_VL_MILLWOOD",992881,"CON ED MILLWOOD","MILLWD"
"NSNYVT_VL_MOHAWKVY",986881,"NMPC MOHAWK VLY","MHK VL"
"NSNYVT_VL_NORTH",984881,"NMPC NORTH","NORTH"
"NSNYVT_VL_NY-CITY",996881,"CON ED NY CITY","N.Y.C."
"NSNYVT_VL_WEST",978881,"NMPC WEST","WEST"
"NSNYVT_VS_CAPITAL",989881,"NMPC CAPITAL","CAPITL"
"NSNYVT_VS_CENTRAL",983881,"NMPC CENTRAL","CENTRL"
"NSNYVT_VS_DUNWOODI",995881,"CON ED DUNWOODIE","DUNWOD"
"NSNYVT_VS_GENESEE",981881,"NMPC GENESEE","GENESE"
"NSNYVT_VS_HUDSONVY",991881,"CENT HUD HUDSON VLY","HUD VL"
"NSNYVT_VS_LONG-ISL",999881,"LIPA LONG ISLAND","LONGIL"
"NSNYVT_VS_MILLWOOD",993881,"CON ED MILLWOOD","MILLWD"
"NSNYVT_VS_MOHAWKVY",987881,"NMPC MOHAWK VLY","MHK VL"
"NSNYVT_VS_NORTH",985881,"NMPC NORTH","NORTH"
"NSNYVT_VS_NY-CITY",997881,"CON ED NY CITY","N.Y.C."
"NSNYVT_VS_WEST",979881,"NMPC WEST","WEST"
"NSPCVT_VL_CAPITAL",988462,"NMPC CAPITAL","CAPITL"
"NSPCVT_VL_CAPITAL2",966462,"NMPC CAPITAL","CAPITL"
"NSPCVT_VL_CAPITAL3",944462,"NMPC CAPITAL","CAPITL"
"NSPCVT_VL_CENTRAL",982462,"NMPC CENTRAL","CENTRL"
"NSPCVT_VL_CENTRAL2",960462,"NMPC CENTRAL","CENTRL"
"NSPCVT_VL_CENTRAL3",938462,"NMPC CENTRAL","CENTRL"
"NSPCVT_VL_DUNWOODI",994462,"CON ED DUNWOODIE","DUNWOD"
"NSPCVT_VL_DUNWOODI2",972462,"CON ED DUNWOODIE","DUNWOD"
"NSPCVT_VL_DUNWOODI3",950462,"CON ED DUNWOODIE","DUNWOD"
"NSPCVT_VL_GENESEE",980462,"NMPC GENESEE","GENESE"
"NSPCVT_VL_GENESEE2",958462,"NMPC GENESEE","GENESE"
"NSPCVT_VL_GENESEE3",936462,"NMPC GENESEE","GENESE"
"NSPCVT_VL_HUDSONVY",990462,"CON ED HUDSON VLY","HUD VL"
"NSPCVT_VL_HUDSONVY2",968462,"O&R HUDSON VLY","HUD VL"
"NSPCVT_VL_HUDSONVY3",946462,"O&R HUDSON VLY","HUD VL"
"NSPCVT_VL_LONG-ISL",998462,"LIPA LONG ISLAND","LONGIL"
"NSPCVT_VL_LONG-ISL2",976462,"LIPA LONG ISLAND","LONGIL"
"NSPCVT_VL_LONG-ISL3",954462,"LIPA LONG ISLAND","LONGIL"
"NSPCVT_VL_MILLWOOD",992462,"CON ED MILLWOOD","MILLWD"
"NSPCVT_VL_MILLWOOD2",970462,"CON ED MILLWOOD","MILLWD"
"NSPCVT_VL_MILLWOOD3",948462,"CON ED MILLWOOD","MILLWD"
"NSPCVT_VL_MOHAWKVY",986462,"NMPC MOHAWK VLY","MHK VL"
"NSPCVT_VL_MOHAWKVY2",964462,"NMPC MOHAWK VLY","MHK VL"
"NSPCVT_VL_MOHAWKVY3",942462,"NMPC MOHAWK VLY","MHK VL"
"NSPCVT_VL_NORTH",984462,"NMPC NORTH","NORTH"
"NSPCVT_VL_NORTH2",962462,"NMPC NORTH","NORTH"
"NSPCVT_VL_NORTH3",940462,"NMPC NORTH","NORTH"
"NSPCVT_VL_NY-CITY",996462,"CON ED NY CITY","N.Y.C."
"NSPCVT_VL_NY-CITY2",974462,"CON ED NY CITY","N.Y.C."
"NSPCVT_VL_NY-CITY3",952462,"CON ED NY CITY","N.Y.C."
"NSPCVT_VL_WEST",978462,"NMPC WEST","WEST"
"NSPCVT_VL_WEST2",956462,"NMPC WEST","WEST"
"NSPCVT_VL_WEST3",934462,"NMPC WEST","WEST"
"NSPCVT_VS_CAPITAL",989462,"NMPC CAPITAL","CAPITL"
"NSPCVT_VS_CAPITAL2",967462,"NMPC CAPITAL","CAPITL"
"NSPCVT_VS_CAPITAL3",945462,"NMPC CAPITAL","CAPITL"
"NSPCVT_VS_CENTRAL",983462,"NMPC CENTRAL","CENTRL"
"NSPCVT_VS_CENTRAL2",961462,"NMPC CENTRAL","CENTRL"
"NSPCVT_VS_CENTRAL3",939462,"NMPC CENTRAL","CENTRL"
"NSPCVT_VS_DUNWOODI",995462,"CON ED DUNWOODIE","DUNWOD"
"NSPCVT_VS_DUNWOODI2",973462,"CON ED DUNWOODIE","DUNWOD"
"NSPCVT_VS_DUNWOODI3",951462,"CON ED DUNWOODIE","DUNWOD"
"NSPCVT_VS_GENESEE",981462,"NMPC GENESEE","GENESE"
"NSPCVT_VS_GENESEE2",959462,"NMPC GENESEE","GENESE"
"NSPCVT_VS_GENESEE3",937462,"NMPC GENESEE","GENESE"
"NSPCVT_VS_HUDSONVY",991462,"CON ED HUDSON VLY","HUD VL"
"NSPCVT_VS_HUDSONVY2",969462,"O&R HUDSON VLY","HUD VL"
"NSPCVT_VS_HUDSONVY3",947462,"O&R HUDSON VLY","HUD VL"
"NSPCVT_VS_LONG-ISL",999462,"LIPA LONG ISLAND","LONGIL"
"NSPCVT_VS_LONG-ISL2",977462,"LIPA LONG ISLAND","LONGIL"
"NSPCVT_VS_LONG-ISL3",955462,"LIPA LONG ISLAND","LONGIL"
"NSPCVT_VS_MILLWOOD",993462,"CON ED MILLWOOD","MILLWD"
"NSPCVT_VS_MILLWOOD2",971462,"CON ED MILLWOOD","MILLWD"
"NSPCVT_VS_MILLWOOD3",949462,"CON ED MILLWOOD","MILLWD"
"NSPCVT_VS_MOHAWKVY",987462,"NMPC MOHAWK VLY","MHK VL"
"NSPCVT_VS_MOHAWKVY2",965462,"NMPC MOHAWK VLY","MHK VL"
"NSPCVT_VS_MOHAWKVY3",943462,"NMPC MOHAWK VLY","MHK VL"
"NSPCVT_VS_NORTH",985462,"NMPC NORTH","NORTH"
"NSPCVT_VS_NORTH2",963462,"NMPC NORTH","NORTH"
"NSPCVT_VS_NORTH3",941462,"NMPC NORTH","NORTH"
"NSPCVT_VS_NY-CITY",997462,"CON ED NY CITY","N.Y.C."
"NSPCVT_VS_NY-CITY2",975462,"CON ED NY CITY","N.Y.C."
"NSPCVT_VS_NY-CITY3",953462,"CON ED NY CITY","N.Y.C."
"NSPCVT_VS_WEST",979462,"NMPC WEST","WEST"
"NSPCVT_VS_WEST2",957462,"NMPC WEST","WEST"
"NSPCVT_VS_WEST3",935462,"NMPC WEST","WEST"
"NXTUTLTY_CE_DUNWOODI",109857,"CON ED DUNWOODIE","DUNWOD"
"NXTUTLTY_CE_MILLWOOD",108857,"CON ED MILLWOOD","MILLWD"
"NXTUTLTY_CE_NY-CITY",110857,"CON ED NY CITY","N.Y.C."
"NYC_LOAD_HUB",101000,"CON ED NY CITY","N.Y.C."
"NYCEB_CE_DUNWOODI",109503,"CON ED DUNWOODIE","DUNWOD"
"NYCEB_CE_MILLWOOD",108503,"CON ED MILLWOOD","MILLWD"
"NYCEB_CE_NY-CITY",110503,"CON ED NY CITY","N.Y.C."
"NYCEB_NM_CAPITAL",306503,"NMPC CAPITAL","CAPITL"
"NYCEB_NM_CENTRAL",303503,"NMPC CENTRAL","CENTRL"
"NYCEB_NM_GENESEE",302503,"NMPC GENESEE","GENESE"
"NYCEB_NM_MOHAWKVY",305503,"NMPC MOHAWK VLY","MHK VL"
"NYCEB_NM_NORTH",304503,"NMPC NORTH","NORTH"
"NYCEB_NM_WEST",301503,"NMPC WEST","WEST"
"NYESAV2_CH_HUDSONVY",507636,"CENT HUD HUDSON VLY","HUD VL"
"NYESAV2_CH_MOHAWKVY",505636,"CENT HUD MOHAWK VLY","MHK VL"
"NYESAV2_NM_CAPITAL",306636,"NMPC CAPITAL","CAPITL"
"NYESAV2_NM_CENTRAL",303636,"NMPC CENTRAL","CENTRL"
"NYESAV2_NM_GENESEE",302636,"NMPC GENESEE","GENESE"
"NYESAV2_NM_MOHAWKVY",305636,"NMPC MOHAWK VLY","MHK VL"
"NYESAV2_NM_NORTH",304636,"NMPC NORTH","NORTH"
"NYESAV2_NM_WEST",301636,"NMPC WEST","WEST"
"NYESAV2_NY_CAPITAL",406636,"NYSEG CAPITAL","CAPITL"
"NYESAV2_NY_CENTRAL",403636,"NYSEG CENTRAL","CENTRL"
"NYESAV2_NY_HUDSONVY",407636,"NYSEG HUDSON VLY","HUD VL"
"NYESAV2_NY_MILLWOOD",408636,"NYSEG MILLWOOD","MILLWD"
"NYESAV2_NY_MOHAWKVY",405636,"NYSEG MOHAWK VLY","MHK VL"
"NYESAV2_NY_NORTH",404636,"NYSEG NORTH","NORTH"
"NYESAV2_NY_WEST",401636,"NYSEG WEST","WEST"
"NYESAV2_OR_HUDSONVY",607636,"O&R HUDSON VLY","HUD VL"
"NYESAV2_RG_GENESEE",802636,"RG&E GENESEE","GENESE"
"NYESAVCP_CE_DUNWOODI",109499,"CON ED DUNWOODIE","DUNWOD"
"NYESAVCP_CE_MILLWOOD",108499,"CON ED MILLWOOD","MILLWD"
"NYESAVCP_CE_NY-CITY",110499,"CON ED NY CITY","N.Y.C."
"NYFRCA1_NY_WEST",401684,"NYSEG WEST","WEST"
"NYGAS_CE_DUNWOODI",109269,"CON ED DUNWOODIE","DUNWOD"
"NYGAS_CE_HUDSONVY",107269,"CON ED HUDSON VLY","HUD VL"
"NYGAS_CE_MILLWOOD",108269,"CON ED MILLWOOD","MILLWD"
"NYGAS_CE_NY-CITY",110269,"CON ED NY CITY","N.Y.C."
"NYIEB_NM_CAPITAL",306502,"NMPC CAPITAL","CAPITL"
"NYIEB_NM_CENTRAL",303502,"NMPC CENTRAL","CENTRL"
"NYIEB_NM_GENESEE",302502,"NMPC GENESEE","GENESE"
"NYIEB_NM_MOHAWKVY",305502,"NMPC MOHAWK VLY","MHK VL"
"NYIEB_NM_NORTH",304502,"NMPC NORTH","NORTH"
"NYIEB_NM_WEST",301502,"NMPC WEST","WEST"
"NYIEB_NY_CAPITAL",406502,"NYSEG CAPITAL","CAPITL"
"NYIEB_NY_CENTRAL",403502,"NYSEG CENTRAL","CENTRL"
"NYIEB_NY_HUDSONVY",407502,"NYSEG HUDSON VLY","HUD VL"
"NYIEB_NY_MILLWOOD",408502,"NYSEG MILLWOOD","MILLWD"
"NYIEB_NY_MOHAWKVY",405502,"NYSEG MOHAWK VLY","MHK VL"
"NYIEB_NY_NORTH",404502,"NYSEG NORTH","NORTH"
"NYIEB_NY_WEST",401502,"NYSEG WEST","WEST"
"NYIEB_RG_GENESEE",802502,"RG&E GENESEE","GENESE"
"NYISO_LBMP_REFERENCE",24008,"NMPC MOHAWK VLY","MHK VL"
"NYMPA-AK_NM_GENESEE",302175,"NMPC GENESEE","GENESE"
"NYMPA-AKS_NM_GENESEE",302192,"NMPC GENESEE","GENESE"
"NYMPA-AKS-PS_NM_GENESEE",80524,"NMPC GENESEE","GENESE"
"NYMPA-AR_NM_WEST",301185,"NMPC WEST","WEST"
"NYMPA-ARS_NM_WEST",301195,"NMPC WEST","WEST"
"NYMPA-ARS-PS_NM_WEST",55622,"NMPC WEST","WEST"
"NYMPA-BA_NY_CENTRAL",403187,"NYSEG CENTRAL","CENTRL"
"NYMPA-BAS_NY_CENTRAL",403197,"NYSEG CENTRAL","CENTRL"
"NYMPA-BASPS1_NY_CENTRAL",80303,"NYSEG CENTRAL","CENTRL"
"NYMPA-BASPS2_NY_CENTRAL",80939,"NYSEG CENTRAL","CENTRL"
"NYMPA-BASPS3_NY_CENTRAL",80940,"NYSEG CENTRAL","CENTRL"
"NYMPA-BASPS4_NY_CENTRAL",79942,"NYSEG CENTRAL","CENTRL"
"NYMPA-BO_NM_MOHAWKVY",305191,"NMPC MOHAWK VLY","MHK VL"
"NYMPA-BOS_NM_MOHAWKVY",305201,"NMPC MOHAWK VLY","MHK VL"
"NYMPA-BOSPS1_NM_MOHKVY",79983,"NMPC MOHAWK VLY","MHK VL"
