"Load Name","PTID","Subzone","Zone"
"ADGGRPVT_VS_CENTRAL2",961001,"NMPC CENTRAL","CENTRL"
"ADGGRPVT_VS_CENTRAL3",939001,"NMPC CENTRAL","CENTRL"
"ADGGRPVT_VS_DUNWOODI",995001,"CON ED DUNWOODIE","DUNWOD"
"ADGGRPVT_VS_DUNWOODI2",973001,"CON ED DUNWOODIE","DUNWOD"
"ADGGRPVT_VS_DUNWOODI3",951001,"CON ED DUNWOODIE","DUNWOD"
"ADGGRPVT_VS_GENESEE",981001,"NMPC GENESEE","GENESE"
"ADGGRPVT_VS_GENESEE2",959001,"NMPC GENESEE","GENESE"
"ADGGRPVT_VS_GENESEE3",937001,"NMPC GENESEE","GENESE"
"ADGGRPVT_VS_HUDSONVY",991001,"O&R HUDSON VLY","HUD VL"
"ADGGRPVT_VS_HUDSONVY2",969001,"O&R HUDSON VLY","HUD VL"
"ADGGRPVT_VS_HUDSONVY3",947001,"O&R HUDSON VLY","HUD VL"
"ADGGRPVT_VS_LONG-ISL",999001,"LIPA LONG ISLAND","LONGIL"
"ADGGRPVT_VS_LONG-ISL2",977001,"LIPA LONG ISLAND","LONGIL"
"ADGGRPVT_VS_LONG-ISL3",955001,"LIPA LONG ISLAND","LONGIL"
"ADGGRPVT_VS_MILLWOOD",993001,"CON ED MILLWOOD","MILLWD"
"ADGGRPVT_VS_MILLWOOD2",971001,"CON ED MILLWOOD","MILLWD"
"ADGGRPVT_VS_MILLWOOD3",949001,"CON ED MILLWOOD","MILLWD"
"ADGGRPVT_VS_MOHAWKVY",987001,"NMPC MOHAWK VLY","MHK VL"
"ADGGRPVT_VS_MOHAWKVY2",965001,"NMPC MOHAWK VLY","MHK VL"
"ADGGRPVT_VS_MOHAWKVY3",943001,"NMPC MOHAWK VLY","MHK VL"
"ADGGRPVT_VS_NORTH",985001,"NMPC NORTH","NORTH"
"ADGGRPVT_VS_NORTH2",963001,"NMPC NORTH","NORTH"
"ADGGRPVT_VS_NORTH3",941001,"NMPC NORTH","NORTH"
"ADGGRPVT_VS_NY-CITY",997001,"CON ED NY CITY","N.Y.C."
"ADGGRPVT_VS_NY-CITY2",975001,"CON ED NY CITY","N.Y.C."
"ADGGRPVT_VS_NY-CITY3",953001,"CON ED NY CITY","N.Y.C."
"ADGGRPVT_VS_WEST",979001,"NMPC WEST","WEST"
"ADGGRPVT_VS_WEST2",957001,"NMPC WEST","WEST"
"ADGGRPVT_VS_WEST3",935001,"NMPC WEST","WEST"
"AEI_CE_DUNWOODIE",109553,"CON ED DUNWOODIE","DUNWOD"
"AEI_CE_MILLWOOD",108553,"CON ED MILLWOOD","MILLWD"
"AEI_CE_NY-CITY",110241,"CON ED NY CITY","N.Y.C."
"AEI_CH_HUDSONVY",507553,"CENT HUD HUDSON VLY","HUD VL"
"AEI_CH_MOHAWKVY",505553,"CENT HUD MOHAWK VLY","MHK VL"
"AEI_NM_CAPITAL",306241,"NMPC CAPITAL","CAPITL"
"AEI_NM_CENTRAL",303241,"NMPC CENTRAL","CENTRL"
"AEI_NM_GENESEE",302241,"NMPC GENESEE","GENESE"
"AEI_NM_MOHAWKVY",305241,"NMPC MOHAWK VLY","MHK VL"
"AEI_NM_NORTH",304241,"NMPC NORTH","NORTH"
"AEI_NM_WEST",301241,"NMPC WEST","WEST"
"AEI_NY_CAPITAL",406241,"NYSEG CAPITAL","CAPITL"
"AEI_NY_CENTRAL",403241,"NYSEG CENTRAL","CENTRL"
"AEI_NY_HUDSONVY",407241,"NYSEG HUDSON VLY","HUD VL"
"AEI_NY_MILLWOOD",408241,"NYSEG MILLWOOD","MILLWD"
"AEI_NY_MOHAWKVY",405241,"NYSEG MOHAWK VLY","MHK VL"
"AEI_NY_NORTH",404241,"NYSEG NORTH","NORTH"
"AEI_NY_WEST",401241,"NYSEG WEST","WEST"
"AEI_OR_HUDSONVY",607241,"O&R HUDSON VLY","HUD VL"
"AEI_RG_GENESEE",802241,"RG&E GENESEE","GENESE"
"AENERGY_CE_DUNWOODI",109802,"CON ED DUNWOODIE","DUNWOD"
"AENERGY_CE_MILLWOOD",108802,"CON ED MILLWOOD","MILLWD"
"AENERGY_CE_NY-CITY",110802,"CON ED NY CITY","N.Y.C."
"AENERGY_NY_CAPITAL",406802,"NYSEG CAPITAL","CAPITL"
"AENERGY_NY_CENTRAL",403802,"NYSEG CENTRAL","CENTRL"
"AENERGY_NY_HUDSONVY",407802,"NYSEG HUDSON VLY","HUD VL"
"AENERGY_NY_MILLWOOD",408802,"NYSEG MILLWOOD","MILLWD"
"AENERGY_NY_MOHAWKVY",405802,"NYSEG MOHAWK VLY","MHK VL"
"AENERGY_NY_NORTH",404802,"NYSEG NORTH","NORTH"
"AENERGY_NY_WEST",401802,"NYSEG WEST","WEST"
"AENERGY_RG_GENESEE",802802,"RG&E GENESEE","GENESE"
"AEPVT_VL_CAPITAL",988327,"NYSEG CAPITAL","CAPITL"
"AEPVT_VL_CENTRAL",982327,"NYSEG CENTRAL","CENTRL"
"AEPVT_VL_DUNWOODI",994327,"CON ED DUNWOODIE","DUNWOD"
"AEPVT_VL_GENESEE",980327,"NMPC GENESEE","GENESE"
"AEPVT_VL_HUDSONVY",990327,"NYSEG HUDSON VLY","HUD VL"
"AEPVT_VL_LONG-ISL",998327,"LIPA LONG ISLAND","LONGIL"
"AEPVT_VL_MILLWOOD",992327,"CON ED MILLWOOD","MILLWD"
"AEPVT_VL_MOHAWKVY",986327,"NYSEG MOHAWK VLY","MHK VL"
"AEPVT_VL_NORTH",984327,"NYSEG NORTH","NORTH"
"AEPVT_VL_NY-CITY",996327,"CON ED NY CITY","N.Y.C."
"AEPVT_VL_WEST",978327,"NMPC WEST","WEST"
"AEPVT_VS_CAPITAL",989327,"NYSEG CAPITAL","CAPITL"
"AEPVT_VS_CENTRAL",983327,"NYSEG CENTRAL","CENTRL"
"AEPVT_VS_DUNWOODI",995327,"CON ED DUNWOODIE","DUNWOD"
"AEPVT_VS_GENESEE",981327,"NMPC GENESEE","GENESE"
"AEPVT_VS_HUDSONVY",991327,"NYSEG HUDSON VLY","HUD VL"
"AEPVT_VS_LONG-ISL",999327,"LIPA LONG ISLAND","LONGIL"
"AEPVT_VS_MILLWOOD",993327,"CON ED MILLWOOD","MILLWD"
"AEPVT_VS_MOHAWKVY",987327,"NYSEG MOHAWK VLY","MHK VL"
"AEPVT_VS_NORTH",985327,"NYSEG NORTH","NORTH"
"AEPVT_VS_NY-CITY",997327,"CON ED NY CITY","N.Y.C."
"AEPVT_VS_WEST",979327,"NMPC WEST","WEST"
"AESC__VL__CENTRAL",982301,"NYSEG CENTRAL","CENTRL"
"AESC__VL__HUDSONVY",990301,"NYSEG HUDSON VLY","HUD VL"
"AESC__VL__WEST",999301,"NMPC WEST","WEST"
"AESC__VS__CENTRAL",983301,"NYSEG CENTRAL","CENTRL"
"AESC__VS__HUDSONVY",991301,"NYSEG HUDSON VLY","HUD VL"
"AESC__VS__WEST",979301,"NMPC WEST","WEST"
"AESCYGSP_SP_CAYUGGRP",403372,"NYSEG CENTRAL","CENTRL"
"AESGRNSP_SP_GREENGRP",403373,"NYSEG CENTRAL","CENTRL"
"AESIRVT_VL_CAPITAL",988932,"NMPC CAPITAL","CAPITL"
"AESIRVT_VL_CAPITAL2",966932,"NMPC CAPITAL","CAPITL"
"AESIRVT_VL_CAPITAL3",944932,"NMPC CAPITAL","CAPITL"
"AESIRVT_VL_CENTRAL",982932,"NMPC CENTRAL","CENTRL"
"AESIRVT_VL_CENTRAL2",960932,"NMPC CENTRAL","CENTRL"
"AESIRVT_VL_CENTRAL3",938932,"NMPC CENTRAL","CENTRL"
"AESIRVT_VL_DUNWOODI",994932,"CON ED DUNWOODIE","DUNWOD"
"AESIRVT_VL_DUNWOODI2",972932,"CON ED DUNWOODIE","DUNWOD"
"AESIRVT_VL_DUNWOODI3",950932,"CON ED DUNWOODIE","DUNWOD"
"AESIRVT_VL_GENESEE",980932,"NMPC GENESEE","GENESE"
"AESIRVT_VL_GENESEE2",958932,"NMPC GENESEE","GENESE"
"AESIRVT_VL_GENESEE3",936932,"NMPC GENESEE","GENESE"
"AESIRVT_VL_HUDSONVY",990932,"CENT HUD HUDSON VLY","HUD VL"
"AESIRVT_VL_HUDSONVY2",968932,"CENT HUD HUDSON VLY","HUD VL"
"AESIRVT_VL_HUDSONVY3",946932,"CENT HUD HUDSON VLY","HUD VL"
"AESIRVT_VL_LONG-ISL",998932,"LIPA LONG ISLAND","LONGIL"
"AESIRVT_VL_LONG-ISL2",976932,"LIPA LONG ISLAND","LONGIL"
"AESIRVT_VL_LONG-ISL3",954932,"LIPA LONG ISLAND","LONGIL"
"AESIRVT_VL_MILLWOOD",992932,"CON ED MILLWOOD","MILLWD"
"AESIRVT_VL_MILLWOOD2",970932,"CON ED MILLWOOD","MILLWD"
"AESIRVT_VL_MILLWOOD3",948932,"CON ED MILLWOOD","MILLWD"
"AESIRVT_VL_MOHAWKVY",986932,"CENT HUD MOHAWK VLY","MHK VL"
"AESIRVT_VL_MOHAWKVY2",964932,"CENT HUD MOHAWK VLY","MHK VL"
"AESIRVT_VL_MOHAWKVY3",942932,"NMPC MOHAWK VLY","MHK VL"
"AESIRVT_VL_NORTH",984932,"NMPC NORTH","NORTH"
"AESIRVT_VL_NORTH2",962932,"NMPC NORTH","NORTH"
"AESIRVT_VL_NORTH3",940932,"NMPC NORTH","NORTH"
"AESIRVT_VL_NY-CITY",996932,"CON ED NY CITY","N.Y.C."
"AESIRVT_VL_NY-CITY2",974932,"CON ED NY CITY","N.Y.C."
"AESIRVT_VL_NY-CITY3",952932,"CON ED NY CITY","N.Y.C."
"AESIRVT_VL_WEST",978932,"NMPC WEST","WEST"
"AESIRVT_VL_WEST2",956932,"NMPC WEST","WEST"
"AESIRVT_VL_WEST3",934932,"NMPC WEST","WEST"
"AESIRVT_VS_CAPITAL",989932,"NMPC CAPITAL","CAPITL"
"AESIRVT_VS_CAPITAL2",967932,"NMPC CAPITAL","CAPITL"
"AESIRVT_VS_CAPITAL3",945932,"NMPC CAPITAL","CAPITL"
"AESIRVT_VS_CENTRAL",983932,"NMPC CENTRAL","CENTRL"
"AESIRVT_VS_CENTRAL2",961932,"NMPC CENTRAL","CENTRL"
"AESIRVT_VS_CENTRAL3",939932,"NMPC CENTRAL","CENTRL"
"AESIRVT_VS_DUNWOODI",995932,"CON ED DUNWOODIE","DUNWOD"
"AESIRVT_VS_DUNWOODI2",973932,"CON ED DUNWOODIE","DUNWOD"
"AESIRVT_VS_DUNWOODI3",951932,"CON ED DUNWOODIE","DUNWOD"
"AESIRVT_VS_GENESEE",981932,"NMPC GENESEE","GENESE"
"AESIRVT_VS_GENESEE2",959932,"NMPC GENESEE","GENESE"
"AESIRVT_VS_GENESEE3",937932,"NMPC GENESEE","GENESE"
"AESIRVT_VS_HUDSONVY",991932,"CENT HUD HUDSON VLY","HUD VL"
"AESIRVT_VS_HUDSONVY2",969932,"CENT HUD HUDSON VLY","HUD VL"
"AESIRVT_VS_HUDSONVY3",947932,"CENT HUD HUDSON VLY","HUD VL"
"AESIRVT_VS_LONG-ISL",999932,"LIPA LONG ISLAND","LONGIL"
"AESIRVT_VS_LONG-ISL2",977932,"LIPA LONG ISLAND","LONGIL"
"AESIRVT_VS_LONG-ISL3",955932,"LIPA LONG ISLAND","LONGIL"
"AESIRVT_VS_MILLWOOD",993932,"CON ED MILLWOOD","MILLWD"
"AESIRVT_VS_MILLWOOD2",971932,"CON ED MILLWOOD","MILLWD"
"AESIRVT_VS_MILLWOOD3",949932,"CON ED MILLWOOD","MILLWD"
"AESIRVT_VS_MOHAWKVY",987932,"CENT HUD MOHAWK VLY","MHK VL"
"AESIRVT_VS_MOHAWKVY2",965932,"CENT HUD MOHAWK VLY","MHK VL"
"AESIRVT_VS_MOHAWKVY3",943932,"NMPC MOHAWK VLY","MHK VL"
"AESIRVT_VS_NORTH",985932,"NMPC NORTH","NORTH"
"AESIRVT_VS_NORTH2",963932,"NMPC NORTH","NORTH"
"AESIRVT_VS_NORTH3",941932,"NMPC NORTH","NORTH"
"AESIRVT_VS_NY-CITY",997932,"CON ED NY CITY","N.Y.C."
"AESIRVT_VS_NY-CITY2",975932,"CON ED NY CITY","N.Y.C."
"AESIRVT_VS_NY-CITY3",953932,"CON ED NY CITY","N.Y.C."
"AESIRVT_VS_WEST",979932,"NMPC WEST","WEST"
"AESIRVT_VS_WEST2",957932,"NMPC WEST","WEST"
"AESIRVT_VS_WEST3",935932,"NMPC WEST","WEST"
"AESSOMSP_SP_SOMERST",302371,"NMPC GENESEE","GENESE"
"AESWSTSP_SP_WESTVGRP",403347,"NYSEG CENTRAL","CENTRL"
"AFFORD_CE_DUNWOODI",109683,"CON ED DUNWOODIE","DUNWOD"
"AFFORD_CE_MILLWOOD",108683,"CON ED MILLWOOD","MILLWD"
"AFFORD_CE_NY-CITY",110683,"CON ED NY CITY","N.Y.C."
"AGERA_CE_DUNWOODI",109892,"CON ED DUNWOODIE","DUNWOD"
"AGERA_CE_MILLWOOD",108892,"CON ED MILLWOOD","MILLWD"
"AGERA_CE_NY-CITY",110892,"CON ED NY CITY","N.Y.C."
"AGERA_CH_HUDSONVY",507892,"CENT HUD HUDSON VLY","HUD VL"
"AGERA_CH_MOHAWKVY",505892,"CENT HUD MOHAWK VLY","MHK VL"
"AGERA_LI_LONG-ISL",211892,"LIPA LONG ISLAND","LONGIL"
"AGERA_NM_CAPITAL",306892,"NMPC CAPITAL","CAPITL"
"AGERA_NM_CENTRAL",303892,"NMPC CENTRAL","CENTRL"
"AGERA_NM_GENESEE",302892,"NMPC GENESEE","GENESE"
"AGERA_NM_MOHAWKVY",305892,"NMPC MOHAWK VLY","MHK VL"
"AGERA_NM_NORTH",304892,"NMPC NORTH","NORTH"
"AGERA_NM_WEST",301892,"NMPC WEST","WEST"
"AGERA_NY_CAPITAL",406892,"NYSEG CAPITAL","CAPITL"
"AGERA_NY_CENTRAL",403892,"NYSEG CENTRAL","CENTRL"
"AGERA_NY_HUDSONVY",407892,"NYSEG HUDSON VLY","HUD VL"
"AGERA_NY_MILLWOOD",408892,"NYSEG MILLWOOD","MILLWD"
"AGERA_NY_MOHAWKVY",405892,"NYSEG MOHAWK VLY","MHK VL"
"AGERA_NY_NORTH",404892,"NYSEG NORTH","NORTH"
"AGERA_NY_WEST",401892,"NYSEG WEST","WEST"
"AGERA_OR_HUDSONVY",607892,"O&R HUDSON VLY","HUD VL"
"AGERA_RG_GENESEE",802892,"RG&E GENESEE","GENESE"
"AGWAY_CE_DUNWOODI",109204,"CON ED DUNWOODIE","DUNWOD"
"AGWAY_CE_MILLWOOD",108204,"CON ED MILLWOOD","MILLWD"
"AGWAY_CE_NY-CITY",110204,"CON ED NY CITY","N.Y.C."
"AGWAY_CH_HUDSONVY",507204,"CENT HUD HUDSON VLY","HUD VL"
"AGWAY_CH_MOHAWKVY",505204,"CENT HUD MOHAWK VLY","MHK VL"
"AGWAY_NM_CAPITAL",306204,"NMPC CAPITAL","CAPITL"
"AGWAY_NM_CENTRAL",303204,"NMPC CENTRAL","CENTRL"
"AGWAY_NM_GENESEE",302204,"NMPC GENESEE","GENESE"
"AGWAY_NM_MOHAWKVY",305204,"NMPC MOHAWK VLY","MHK VL"
"AGWAY_NM_NORTH",304204,"NMPC NORTH","NORTH"
"AGWAY_NM_WEST",301204,"NMPC WEST","WEST"
"AGWAY_NY_CAPITAL",406204,"NYSEG CAPITAL","CAPITL"
"AGWAY_NY_CENTRAL",403204,"NYSEG CENTRAL","CENTRL"
"AGWAY_NY_HUDSONVY",407204,"NYSEG HUDSON VLY","HUD VL"
"AGWAY_NY_MILLWOOD",408204,"NYSEG MILLWOOD","MILLWD"
"AGWAY_NY_MOHAWKVY",405204,"NYSEG MOHAWK VLY","MHK VL"
"AGWAY_NY_NORTH",404204,"NYSEG NORTH","NORTH"
"AGWAY_NY_WEST",401204,"NYSEG WEST","WEST"
"AGWAY_OR_HUDSONVY",607204,"O&R HUDSON VLY","HUD VL"
"AGWAY_RG_GENESEE",802204,"RG&E GENESEE","GENESE"
"ALBERTVT_VL_CAPITAL",988665,"NYSEG CAPITAL","CAPITL"
"ALBERTVT_VL_CENTRAL",982665,"NYSEG CENTRAL","CENTRL"
"ALBERTVT_VL_DUNWOODI",994665,"CON ED DUNWOODIE","DUNWOD"
"ALBERTVT_VL_GENESEE",980665,"NMPC GENESEE","GENESE"
"ALBERTVT_VL_HUDSONVY",990665,"NYSEG HUDSON VLY","HUD VL"
"ALBERTVT_VL_LONG-ISL",998665,"LIPA LONG ISLAND","LONGIL"
"ALBERTVT_VL_MILLWOOD",992665,"NYSEG MILLWOOD","MILLWD"
"ALBERTVT_VL_MOHAWKVY",986665,"NYSEG MOHAWK VLY","MHK VL"
"ALBERTVT_VL_NORTH",984665,"NYSEG NORTH","NORTH"
"ALBERTVT_VL_NY-CITY",996665,"CON ED NY CITY","N.Y.C."
"ALBERTVT_VL_WEST",978665,"NYSEG WEST","WEST"
"ALBERTVT_VS_CAPITAL",989665,"NYSEG CAPITAL","CAPITL"
"ALBERTVT_VS_CENTRAL",983665,"NYSEG CENTRAL","CENTRL"
"ALBERTVT_VS_DUNWOODI",995665,"CON ED DUNWOODIE","DUNWOD"
"ALBERTVT_VS_GENESEE",981665,"NMPC GENESEE","GENESE"
"ALBERTVT_VS_HUDSONVY",991665,"NYSEG HUDSON VLY","HUD VL"
"ALBERTVT_VS_LONG-ISL",999665,"LIPA LONG ISLAND","LONGIL"
"ALBERTVT_VS_MILLWOOD",993665,"NYSEG MILLWOOD","MILLWD"
"ALBERTVT_VS_MOHAWKVY",987665,"NYSEG MOHAWK VLY","MHK VL"
"ALBERTVT_VS_NORTH",985665,"NYSEG NORTH","NORTH"
"ALBERTVT_VS_WEST",979665,"NYSEG WEST","WEST"
"ALCOADSASP_PA_METERPT",355869,"NYPA NORTH","NORTH"
"ALEPHVT_VL_CAPITAL",988355,"NYSEG CAPITAL","CAPITL"
"ALEPHVT_VL_CENTRAL",982355,"NYSEG CENTRAL","CENTRL"
"ALEPHVT_VL_DUNWOODI",994355,"CON ED DUNWOODIE","DUNWOD"
"ALEPHVT_VL_GENESEE",980355,"NMPC GENESEE","GENESE"
"ALEPHVT_VL_HUDSONVY",990355,"NYSEG HUDSON VLY","HUD VL"
"ALEPHVT_VL_LONG-ISL",998355,"LIPA LONG ISLAND","LONGIL"
"ALEPHVT_VL_MILLWOOD",992355,"NYSEG MILLWOOD","MILLWD"
"ALEPHVT_VL_MOHAWKVY",986355,"NYSEG MOHAWK VLY","MHK VL"
"ALEPHVT_VL_NORTH",984355,"NYSEG NORTH","NORTH"
"ALEPHVT_VL_NY-CITY",996355,"CON ED NY CITY","N.Y.C."
"ALEPHVT_VL_WEST",978355,"NMPC WEST","WEST"
"ALEPHVT_VS_CAPITAL",989355,"NYSEG CAPITAL","CAPITL"
"ALEPHVT_VS_CENTRAL",983355,"NYSEG CENTRAL","CENTRL"
"ALEPHVT_VS_DUNWOODI",995355,"CON ED DUNWOODIE","DUNWOD"
"ALEPHVT_VS_GENESEE",981355,"NMPC GENESEE","GENESE"
"ALEPHVT_VS_HUDSONVY",991355,"NYSEG HUDSON VLY","HUD VL"
"ALEPHVT_VS_LONG-ISL",999355,"LIPA LONG ISLAND","LONGIL"
"ALEPHVT_VS_MILLWOOD",993355,"NYSEG MILLWOOD","MILLWD"
"ALEPHVT_VS_MOHAWKVY",987355,"NYSEG MOHAWK VLY","MHK VL"
"ALEPHVT_VS_NORTH",985355,"NYSEG NORTH","NORTH"
"ALEPHVT_VS_NY-CITY",997355,"CON ED NY CITY","N.Y.C."
"ALEPHVT_VS_WEST",979355,"NMPC WEST","WEST"
"ALGHNYSP_SP_ALLEGHENY___COGEN",802864,"RG&E GENESEE","GENESE"
"ALLCHCE_CE_DUNWOODI",120005,"CON ED DUNWOODIE","DUNWOD"
"ALLCHCE_CE_MILLWOOD",119005,"CON ED MILLWOOD","MILLWD"
"ALLCHCE_CE_NY-CITY",121005,"CON ED NY CITY","N.Y.C."
"ALLCHCE_NM_CAPITAL",317005,"NMPC CAPITAL","CAPITL"
"ALLCHCE_NM_CENTRAL",314005,"NMPC CENTRAL","CENTRL"
"ALLCHCE_NM_GENESEE",313005,"NMPC GENESEE","GENESE"
"ALLCHCE_NM_MOHAWKVY",316005,"NMPC MOHAWK VLY","MHK VL"
"ALLCHCE_NM_NORTH",315005,"NMPC NORTH","NORTH"
"ALLCHCE_NM_WEST",312005,"NMPC WEST","WEST"
"ALLESCVT__VL__CAPITAL",988302,"NMPC CAPITAL","CAPITL"
"ALLESCVT__VL__CENTRAL",982302,"NMPC CENTRAL","CENTRL"
"ALLESCVT__VL__DUNWOODI",994302,"CON ED DUNWOODIE","DUNWOD"
"ALLESCVT__VL__GENESEE",980302,"NMPC GENESEE","GENESE"
"ALLESCVT__VL__HUDSONVY",990302,"NYSEG HUDSON VLY","HUD VL"
"ALLESCVT__VL__LONG-ISL",998302,"LIPA LONG ISLAND","LONGIL"
"ALLESCVT__VL__MILLWOOD",992302,"NYSEG MILLWOOD","MILLWD"
"ALLESCVT__VL__MOHAWKVY",986302,"NYSEG MOHAWK VLY","MHK VL"
"ALLESCVT__VL__NORTH",984302,"NMPC NORTH","NORTH"
"ALLESCVT__VL__NY-CITY",996302,"CON ED NY CITY","N.Y.C."
"ALLESCVT__VL__WEST",978302,"NMPC WEST","WEST"
"ALLESCVT__VS__CAPITAL",989302,"NMPC CAPITAL","CAPITL"
"ALLESCVT__VS__CENTRAL",983302,"NMPC CENTRAL","CENTRL"
"ALLESCVT__VS__DUNWOODI",995302,"CON ED DUNWOODIE","DUNWOD"
"ALLESCVT__VS__GENESEE",981302,"NMPC GENESEE","GENESE"
"ALLESCVT__VS__HUDSONVY",991302,"NYSEG HUDSON VLY","HUD VL"
"ALLESCVT__VS__LONG-ISL",999302,"LIPA LONG ISLAND","LONGIL"
"ALLESCVT__VS__MILLWOOD",993302,"NYSEG MILLWOOD","MILLWD"
"ALLESCVT__VS__MOHAWKVY",987302,"NYSEG MOHAWK VLY","MHK VL"
"ALLESCVT__VS__NORTH",985302,"NMPC NORTH","NORTH"
"ALLESCVT__VS__NY-CITY",997302,"CON ED NY CITY","N.Y.C."
"ALLESCVT__VS__WEST",979302,"NMPC WEST","WEST"
"ALPHAGE_CE_DUNWOODI",109751,"CON ED DUNWOODIE","DUNWOD"
"ALPHAGE_CE_MILLWOOD",108751,"CON ED MILLWOOD","MILLWD"
"ALPHAGE_CE_NY-CITY",110751,"CON ED NY CITY","N.Y.C."
"ALPHAGE_CH_HUDSONVY",507751,"CENT HUD HUDSON VLY","HUD VL"
"ALPHAGE_CH_MOHAWKVY",505751,"CENT HUD MOHAWK VLY","MHK VL"
"ALPHAGE_NM_CAPITAL",306751,"NMPC CAPITAL","CAPITL"
"ALPHAGE_NM_CENTRAL",303751,"NMPC CENTRAL","CENTRL"
"ALPHAGE_NM_GENESEE",302751,"NMPC GENESEE","GENESE"
"ALPHAGE_NM_MOHAWKVY",305751,"NMPC MOHAWK VLY","MHK VL"
"ALPHAGE_NM_NORTH",304751,"NMPC NORTH","NORTH"
"ALPHAGE_NM_WEST",301751,"NMPC WEST","WEST"
"ALPHAGE_NY_CAPITAL",406751,"NYSEG CAPITAL","CAPITL"
"ALPHAGE_NY_CENTRAL",403751,"NYSEG CENTRAL","CENTRL"
"ALPHAGE_NY_HUDSONVY",407751,"NYSEG HUDSON VLY","HUD VL"
"ALPHAGE_NY_MILLWOOD",408751,"NYSEG MILLWOOD","MILLWD"
"ALPHAGE_NY_MOHAWKVY",405751,"NYSEG MOHAWK VLY","MHK VL"
"ALPHAGE_NY_NORTH",404751,"NYSEG NORTH","NORTH"
"ALPHAGE_NY_WEST",401751,"NYSEG WEST","WEST"
"ALPHAGE_OR_HUDSONVY",607751,"O&R HUDSON VLY","HUD VL"
"ALPHAGE_RG_GENESEE",802751,"RG&E GENESEE","GENESE"
"ALPHNIVT_VL_CAPITAL",988877,"NMPC CAPITAL","CAPITL"
"ALPHNIVT_VL_CAPITAL2",966877,"NMPC CAPITAL","CAPITL"
"ALPHNIVT_VL_CAPITAL3",944877,"NMPC CAPITAL","CAPITL"
"ALPHNIVT_VL_CENTRAL",982877,"NMPC CENTRAL","CENTRL"
"ALPHNIVT_VL_CENTRAL2",960877,"NMPC CENTRAL","CENTRL"
"ALPHNIVT_VL_CENTRAL3",938877,"NMPC CENTRAL","CENTRL"
"ALPHNIVT_VL_DUNWOODI",994877,"CON ED DUNWOODIE","DUNWOD"
"ALPHNIVT_VL_DUNWOODI2",972877,"CON ED DUNWOODIE","DUNWOD"
"ALPHNIVT_VL_DUNWOODI3",950877,"CON ED DUNWOODIE","DUNWOD"
"ALPHNIVT_VL_GENESEE",980877,"NMPC GENESEE","GENESE"
"ALPHNIVT_VL_GENESEE2",958877,"NMPC GENESEE","GENESE"
"ALPHNIVT_VL_GENESEE3",936877,"NMPC GENESEE","GENESE"
"ALPHNIVT_VL_HUDSONVY",990877,"O&R HUDSON VLY","HUD VL"
"ALPHNIVT_VL_HUDSONVY2",968877,"O&R HUDSON VLY","HUD VL"
"ALPHNIVT_VL_HUDSONVY3",946877,"O&R HUDSON VLY","HUD VL"
"ALPHNIVT_VL_LONG-ISL",998877,"LIPA LONG ISLAND","LONGIL"
"ALPHNIVT_VL_LONG-ISL2",976877,"LIPA LONG ISLAND","LONGIL"
"ALPHNIVT_VL_LONG-ISL3",954877,"LIPA LONG ISLAND","LONGIL"
"ALPHNIVT_VL_MILLWOOD",992877,"CON ED MILLWOOD","MILLWD"
"ALPHNIVT_VL_MILLWOOD2",970877,"CON ED MILLWOOD","MILLWD"
"ALPHNIVT_VL_MILLWOOD3",948877,"CON ED MILLWOOD","MILLWD"
"ALPHNIVT_VL_MOHAWKVY",986877,"NMPC MOHAWK VLY","MHK VL"
"ALPHNIVT_VL_MOHAWKVY2",964877,"NMPC MOHAWK VLY","MHK VL"
"ALPHNIVT_VL_MOHAWKVY3",942877,"NMPC MOHAWK VLY","MHK VL"
"ALPHNIVT_VL_NORTH",984877,"NMPC NORTH","NORTH"
"ALPHNIVT_VL_NORTH2",962877,"NMPC NORTH","NORTH"
"ALPHNIVT_VL_NORTH3",940877,"NMPC NORTH","NORTH"
"ALPHNIVT_VL_NY-CITY",996877,"CON ED NY CITY","N.Y.C."
"ALPHNIVT_VL_NY-CITY2",974877,"CON ED NY CITY","N.Y.C."
"ALPHNIVT_VL_NY-CITY3",952877,"CON ED NY CITY","N.Y.C."
"ALPHNIVT_VL_WEST",978877,"NMPC WEST","WEST"
"ALPHNIVT_VL_WEST2",956877,"NMPC WEST","WEST"
"ALPHNIVT_VL_WEST3",934877,"NMPC WEST","WEST"
"ALPHNIVT_VS_CAPITAL",989877,"NMPC CAPITAL","CAPITL"
"ALPHNIVT_VS_CAPITAL2",967877,"NMPC CAPITAL","CAPITL"
"ALPHNIVT_VS_CAPITAL3",945877,"NMPC CAPITAL","CAPITL"
"ALPHNIVT_VS_CENTRAL",983877,"NMPC CENTRAL","CENTRL"
"ALPHNIVT_VS_CENTRAL2",961877,"NMPC CENTRAL","CENTRL"
"ALPHNIVT_VS_CENTRAL3",939877,"NMPC CENTRAL","CENTRL"
"ALPHNIVT_VS_DUNWOODI",995877,"CON ED DUNWOODIE","DUNWOD"
"ALPHNIVT_VS_DUNWOODI2",973877,"CON ED DUNWOODIE","DUNWOD"
"ALPHNIVT_VS_DUNWOODI3",951877,"CON ED DUNWOODIE","DUNWOD"
"ALPHNIVT_VS_GENESEE",981877,"NMPC GENESEE","GENESE"
"ALPHNIVT_VS_GENESEE2",959877,"NMPC GENESEE","GENESE"
