"Time Stamp","Time Zone","Name","PTID","Load"
"09/04/2018 00:00:00","EDT","CAPITL",61757,1698.2
"09/04/2018 00:00:00","EDT","CENTRL",61754,1885.6
"09/04/2018 00:00:00","EDT","DUNWOD",61760,906.5
"09/04/2018 00:00:00","EDT","GENESE",61753,1230.3
"09/04/2018 00:00:00","EDT","HUD VL",61758,1379
"09/04/2018 00:00:00","EDT","LONGIL",61762,3190.7
"09/04/2018 00:00:00","EDT","MHK VL",61756,893.8
"09/04/2018 00:00:00","EDT","MILLWD",61759,349.6
"09/04/2018 00:00:00","EDT","N.Y.C.",61761,8161.8
"09/04/2018 00:00:00","EDT","NORTH",61755,528.1
"09/04/2018 00:00:00","EDT","WEST",61752,1762.9
"09/04/2018 00:05:00","EDT","CAPITL",61757,1647.3
"09/04/2018 00:05:00","EDT","CENTRL",61754,1889.3
"09/04/2018 00:05:00","EDT","DUNWOD",61760,902.2
"09/04/2018 00:05:00","EDT","GENESE",61753,1225.1
"09/04/2018 00:05:00","EDT","HUD VL",61758,1384.6
"09/04/2018 00:05:00","EDT","LONGIL",61762,3152.4
"09/04/2018 00:05:00","EDT","MHK VL",61756,876.1
"09/04/2018 00:05:00","EDT","MILLWD",61759,352.7
"09/04/2018 00:05:00","EDT","N.Y.C.",61761,8144.6
"09/04/2018 00:05:00","EDT","NORTH",61755,557.3
"09/04/2018 00:05:00","EDT","WEST",61752,1740.6
"09/04/2018 00:10:00","EDT","CAPITL",61757,1627.2
"09/04/2018 00:10:00","EDT","CENTRL",61754,1895.9
"09/04/2018 00:10:00","EDT","DUNWOD",61760,894.8
"09/04/2018 00:10:00","EDT","GENESE",61753,1212.4
"09/04/2018 00:10:00","EDT","HUD VL",61758,1382.8
"09/04/2018 00:10:00","EDT","LONGIL",61762,3140
"09/04/2018 00:10:00","EDT","MHK VL",61756,893.4
"09/04/2018 00:10:00","EDT","MILLWD",61759,352
"09/04/2018 00:10:00","EDT","N.Y.C.",61761,8095.5
"09/04/2018 00:10:00","EDT","NORTH",61755,525.3
"09/04/2018 00:10:00","EDT","WEST",61752,1740.2
"09/04/2018 00:15:00","EDT","CAPITL",61757,1626.2
"09/04/2018 00:15:00","EDT","CENTRL",61754,1862.6
"09/04/2018 00:15:00","EDT","DUNWOD",61760,907.8
"09/04/2018 00:15:00","EDT","GENESE",61753,1206.9
"09/04/2018 00:15:00","EDT","HUD VL",61758,1370.5
"09/04/2018 00:15:00","EDT","LONGIL",61762,3125.7
"09/04/2018 00:15:00","EDT","MHK VL",61756,894.8
"09/04/2018 00:15:00","EDT","MILLWD",61759,347.7
"09/04/2018 00:15:00","EDT","N.Y.C.",61761,8094.2
"09/04/2018 00:15:00","EDT","NORTH",61755,524
"09/04/2018 00:15:00","EDT","WEST",61752,1729.2
"09/04/2018 00:20:00","EDT","CAPITL",61757,1613
"09/04/2018 00:20:00","EDT","CENTRL",61754,1889.2
"09/04/2018 00:20:00","EDT","DUNWOD",61760,880.9
"09/04/2018 00:20:00","EDT","GENESE",61753,1193.3
"09/04/2018 00:20:00","EDT","HUD VL",61758,1362.9
"09/04/2018 00:20:00","EDT","LONGIL",61762,3104.2
"09/04/2018 00:20:00","EDT","MHK VL",61756,903.1
"09/04/2018 00:20:00","EDT","MILLWD",61759,347.8
"09/04/2018 00:20:00","EDT","N.Y.C.",61761,8035.2
"09/04/2018 00:20:00","EDT","NORTH",61755,516.1
"09/04/2018 00:20:00","EDT","WEST",61752,1733.4
"09/04/2018 00:25:00","EDT","CAPITL",61757,1608.3
"09/04/2018 00:25:00","EDT","CENTRL",61754,1836.4
"09/04/2018 00:25:00","EDT","DUNWOD",61760,877.4
"09/04/2018 00:25:00","EDT","GENESE",61753,1201.1
"09/04/2018 00:25:00","EDT","HUD VL",61758,1370.2
"09/04/2018 00:25:00","EDT","LONGIL",61762,3095.1
"09/04/2018 00:25:00","EDT","MHK VL",61756,893.4
"09/04/2018 00:25:00","EDT","MILLWD",61759,356.3
