"Time Stamp","Time Zone","Name","PTID","Load"
"11/03/2016 00:00:00","EDT","CAPITL",61757,1106
"11/03/2016 00:00:00","EDT","CENTRL",61754,1502.8
"11/03/2016 00:00:00","EDT","DUNWOD",61760,549.2
"11/03/2016 00:00:00","EDT","GENESE",61753,905.5
"11/03/2016 00:00:00","EDT","HUD VL",61758,887.8
"11/03/2016 00:00:00","EDT","LONGIL",61762,1776.7
"11/03/2016 00:00:00","EDT","MHK VL",61756,695.9
"11/03/2016 00:00:00","EDT","MILLWD",61759,242.5
"11/03/2016 00:00:00","EDT","N.Y.C.",61761,4884.1
"11/03/2016 00:00:00","EDT","NORTH",61755,435.2
"11/03/2016 00:00:00","EDT","WEST",61752,1479.1
"11/03/2016 00:05:00","EDT","CAPITL",61757,1095.3
"11/03/2016 00:05:00","EDT","CENTRL",61754,1493.7
"11/03/2016 00:05:00","EDT","DUNWOD",61760,543.9
"11/03/2016 00:05:00","EDT","GENESE",61753,903
"11/03/2016 00:05:00","EDT","HUD VL",61758,865.2
"11/03/2016 00:05:00","EDT","LONGIL",61762,1759.7
"11/03/2016 00:05:00","EDT","MHK VL",61756,691.3
"11/03/2016 00:05:00","EDT","MILLWD",61759,235.2
"11/03/2016 00:05:00","EDT","N.Y.C.",61761,4851.7
"11/03/2016 00:05:00","EDT","NORTH",61755,427.2
"11/03/2016 00:05:00","EDT","WEST",61752,1456.6
"11/03/2016 00:10:00","EDT","CAPITL",61757,1092.6
"11/03/2016 00:10:00","EDT","CENTRL",61754,1503.8
"11/03/2016 00:10:00","EDT","DUNWOD",61760,491.5
"11/03/2016 00:10:00","EDT","GENESE",61753,895
"11/03/2016 00:10:00","EDT","HUD VL",61758,877.2
"11/03/2016 00:10:00","EDT","LONGIL",61762,1746.6
"11/03/2016 00:10:00","EDT","MHK VL",61756,682.8
"11/03/2016 00:10:00","EDT","MILLWD",61759,242.1
"11/03/2016 00:10:00","EDT","N.Y.C.",61761,4857.6
"11/03/2016 00:10:00","EDT","NORTH",61755,434.1
"11/03/2016 00:10:00","EDT","WEST",61752,1460.7
"11/03/2016 00:15:00","EDT","CAPITL",61757,1085.8
"11/03/2016 00:15:00","EDT","CENTRL",61754,1432.3
"11/03/2016 00:15:00","EDT","DUNWOD",61760,474.7
"11/03/2016 00:15:00","EDT","GENESE",61753,895.7
"11/03/2016 00:15:00","EDT","HUD VL",61758,864.2
"11/03/2016 00:15:00","EDT","LONGIL",61762,1719.2
"11/03/2016 00:15:00","EDT","MHK VL",61756,677.4
"11/03/2016 00:15:00","EDT","MILLWD",61759,241
"11/03/2016 00:15:00","EDT","N.Y.C.",61761,4829.7
"11/03/2016 00:15:00","EDT","NORTH",61755,420.6
"11/03/2016 00:15:00","EDT","WEST",61752,1453.9
"11/03/2016 00:20:00","EDT","CAPITL",61757,1088.8
"11/03/2016 00:20:00","EDT","CENTRL",61754,1461.5
"11/03/2016 00:20:00","EDT","DUNWOD",61760,481.7
"11/03/2016 00:20:00","EDT","GENESE",61753,888.4
"11/03/2016 00:20:00","EDT","HUD VL",61758,865.8
"11/03/2016 00:20:00","EDT","LONGIL",61762,1718.9
"11/03/2016 00:20:00","EDT","MHK VL",61756,672.2
"11/03/2016 00:20:00","EDT","MILLWD",61759,236
"11/03/2016 00:20:00","EDT","N.Y.C.",61761,4795.6
"11/03/2016 00:20:00","EDT","NORTH",61755,435.8
"11/03/2016 00:20:00","EDT","WEST",61752,1464.4
"11/03/2016 00:25:00","EDT","CAPITL",61757,1083.8
"11/03/2016 00:25:00","EDT","CENTRL",61754,1466
"11/03/2016 00:25:00","EDT","DUNWOD",61760,488.6
"11/03/2016 00:25:00","EDT","GENESE",61753,886.4
"11/03/2016 00:25:00","EDT","HUD VL",61758,850.1
"11/03/2016 00:25:00","EDT","LONGIL",61762,1713.2
"11/03/2016 00:25:00","EDT","MHK VL",61756,670.2
"11/03/2016 00:25:00","EDT","MILLWD",61759,237.4
"11/03/2016 00:25:00","EDT","N.Y.C.",61761,4771.5
"11/03/2016 00:25:00","EDT","NORTH",61755,440.3
"11/03/2016 00:25:00","EDT","WEST",61752,1449.5
"11/03/2016 00:30:00","EDT","CAPITL",61757,1076.2
"11/03/2016 00:30:00","EDT","CENTRL",61754,1452.5
"11/03/2016 00:30:00","EDT","DUNWOD",61760,464.4
"11/03/2016 00:30:00","EDT","GENESE",61753,880.7
"11/03/2016 00:30:00","EDT","HUD VL",61758,841.6
"11/03/2016 00:30:00","EDT","LONGIL",61762,1715.4
"11/03/2016 00:30:00","EDT","MHK VL",61756,667.6
"11/03/2016 00:30:00","EDT","MILLWD",61759,246.9
"11/03/2016 00:30:00","EDT","N.Y.C.",61761,4738.2
"11/03/2016 00:30:00","EDT","NORTH",61755,429.4
"11/03/2016 00:30:00","EDT","WEST",61752,1469.1
"11/03/2016 00:35:00","EDT","CAPITL",61757,1082.4
"11/03/2016 00:35:00","EDT","CENTRL",61754,1456.3
"11/03/2016 00:35:00","EDT","DUNWOD",61760,486.8
"11/03/2016 00:35:00","EDT","GENESE",61753,874.8
"11/03/2016 00:35:00","EDT","HUD VL",61758,846.4
"11/03/2016 00:35:00","EDT","LONGIL",61762,1704.4
"11/03/2016 00:35:00","EDT","MHK VL",61756,665.8
"11/03/2016 00:35:00","EDT","MILLWD",61759,228.1
"11/03/2016 00:35:00","EDT","N.Y.C.",61761,4710.7
"11/03/2016 00:35:00","EDT","NORTH",61755,428.6
"11/03/2016 00:35:00","EDT","WEST",61752,1446.7
"11/03/2016 00:40:00","EDT","CAPITL",61757,1066.4
"11/03/2016 00:40:00","EDT","CENTRL",61754,1445.3
"11/03/2016 00:40:00","EDT","DUNWOD",61760,528.1
"11/03/2016 00:40:00","EDT","GENESE",61753,868.7
"11/03/2016 00:40:00","EDT","HUD VL",61758,838.4
"11/03/2016 00:40:00","EDT","LONGIL",61762,1685.8
"11/03/2016 00:40:00","EDT","MHK VL",61756,664.7
"11/03/2016 00:40:00","EDT","MILLWD",61759,234.4
"11/03/2016 00:40:00","EDT","N.Y.C.",61761,4676.5
"11/03/2016 00:40:00","EDT","NORTH",61755,424.4
"11/03/2016 00:40:00","EDT","WEST",61752,1444.4
"11/03/2016 00:45:00","EDT","CAPITL",61757,1056.8
"11/03/2016 00:45:00","EDT","CENTRL",61754,1442.5
"11/03/2016 00:45:00","EDT","DUNWOD",61760,529.7
"11/03/2016 00:45:00","EDT","GENESE",61753,861.2
"11/03/2016 00:45:00","EDT","HUD VL",61758,847.9
"11/03/2016 00:45:00","EDT","LONGIL",61762,1679.3
"11/03/2016 00:45:00","EDT","MHK VL",61756,667.3
"11/03/2016 00:45:00","EDT","MILLWD",61759,233
"11/03/2016 00:45:00","EDT","N.Y.C.",61761,4654.2
"11/03/2016 00:45:00","EDT","NORTH",61755,429.3
"11/03/2016 00:45:00","EDT","WEST",61752,1455.6
"11/03/2016 00:50:00","EDT","CAPITL",61757,1058.6
"11/03/2016 00:50:00","EDT","CENTRL",61754,1452.4
"11/03/2016 00:50:00","EDT","DUNWOD",61760,473.3
"11/03/2016 00:50:00","EDT","GENESE",61753,865.2
"11/03/2016 00:50:00","EDT","HUD VL",61758,833.3
"11/03/2016 00:50:00","EDT","LONGIL",61762,1671.9
"11/03/2016 00:50:00","EDT","MHK VL",61756,653.3
"11/03/2016 00:50:00","EDT","MILLWD",61759,235.6
"11/03/2016 00:50:00","EDT","N.Y.C.",61761,4637
"11/03/2016 00:50:00","EDT","NORTH",61755,433.7
"11/03/2016 00:50:00","EDT","WEST",61752,1432.2
"11/03/2016 00:55:00","EDT","CAPITL",61757,1053.2
"11/03/2016 00:55:00","EDT","CENTRL",61754,1451.2
"11/03/2016 00:55:00","EDT","DUNWOD",61760,476.5
"11/03/2016 00:55:00","EDT","GENESE",61753,857
"11/03/2016 00:55:00","EDT","HUD VL",61758,843.2
"11/03/2016 00:55:00","EDT","LONGIL",61762,1666.7
"11/03/2016 00:55:00","EDT","MHK VL",61756,647
"11/03/2016 00:55:00","EDT","MILLWD",61759,228.9
"11/03/2016 00:55:00","EDT","N.Y.C.",61761,4618.3
"11/03/2016 00:55:00","EDT","NORTH",61755,434.1
"11/03/2016 00:55:00","EDT","WEST",61752,1436.3
"11/03/2016 01:00:00","EDT","CAPITL",61757,1071.2
"11/03/2016 01:00:00","EDT","CENTRL",61754,1393.2
"11/03/2016 01:00:00","EDT","DUNWOD",61760,475.1
"11/03/2016 01:00:00","EDT","GENESE",61753,848.8
"11/03/2016 01:00:00","EDT","HUD VL",61758,827.6
"11/03/2016 01:00:00","EDT","LONGIL",61762,1666
"11/03/2016 01:00:00","EDT","MHK VL",61756,651.7
"11/03/2016 01:00:00","EDT","MILLWD",61759,222.5
"11/03/2016 01:00:00","EDT","N.Y.C.",61761,4601.3
"11/03/2016 01:00:00","EDT","NORTH",61755,436.6
