"Time Stamp","Time Zone","Name","PTID","Load"
"03/11/2017 00:00:00","EST","CAPITL",61757,1285.1
"03/11/2017 00:00:00","EST","CENTRL",61754,1917.1
"03/11/2017 00:00:00","EST","DUNWOD",61760,599.2
"03/11/2017 00:00:00","EST","GENESE",61753,998.1
"03/11/2017 00:00:00","EST","HUD VL",61758,1068.7
"03/11/2017 00:00:00","EST","LONGIL",61762,2206.3
"03/11/2017 00:00:00","EST","MHK VL",61756,960
"03/11/2017 00:00:00","EST","MILLWD",61759,356.9
"03/11/2017 00:00:00","EST","N.Y.C.",61761,5363.9
"03/11/2017 00:00:00","EST","NORTH",61755,563.5
"03/11/2017 00:00:00","EST","WEST",61752,1798.1
"03/11/2017 00:02:57","EST","CAPITL",61757,1278.6
"03/11/2017 00:02:57","EST","CENTRL",61754,1923.3
"03/11/2017 00:02:57","EST","DUNWOD",61760,587.4
"03/11/2017 00:02:57","EST","GENESE",61753,1006.8
"03/11/2017 00:02:57","EST","HUD VL",61758,1069
"03/11/2017 00:02:57","EST","LONGIL",61762,2193.5
"03/11/2017 00:02:57","EST","MHK VL",61756,953.7
"03/11/2017 00:02:57","EST","MILLWD",61759,353.8
"03/11/2017 00:02:57","EST","N.Y.C.",61761,5365.1
"03/11/2017 00:02:57","EST","NORTH",61755,558.8
"03/11/2017 00:02:57","EST","WEST",61752,1787.6
"03/11/2017 00:04:45","EST","CAPITL",61757,1287.2
"03/11/2017 00:04:45","EST","CENTRL",61754,1909.7
"03/11/2017 00:04:45","EST","DUNWOD",61760,591.2
"03/11/2017 00:04:45","EST","GENESE",61753,994.9
"03/11/2017 00:04:45","EST","HUD VL",61758,1056.6
"03/11/2017 00:04:45","EST","LONGIL",61762,2181.2
"03/11/2017 00:04:45","EST","MHK VL",61756,938.3
"03/11/2017 00:04:45","EST","MILLWD",61759,371.7
"03/11/2017 00:04:45","EST","N.Y.C.",61761,5309.3
"03/11/2017 00:04:45","EST","NORTH",61755,562.1
"03/11/2017 00:04:45","EST","WEST",61752,1792.7
"03/11/2017 00:05:00","EST","CAPITL",61757,1270.5
"03/11/2017 00:05:00","EST","CENTRL",61754,1911.3
"03/11/2017 00:05:00","EST","DUNWOD",61760,600.7
"03/11/2017 00:05:00","EST","GENESE",61753,993.7
"03/11/2017 00:05:00","EST","HUD VL",61758,1055.3
"03/11/2017 00:05:00","EST","LONGIL",61762,2187.5
"03/11/2017 00:05:00","EST","MHK VL",61756,946.3
"03/11/2017 00:05:00","EST","MILLWD",61759,355.9
"03/11/2017 00:05:00","EST","N.Y.C.",61761,5302.6
"03/11/2017 00:05:00","EST","NORTH",61755,554.7
"03/11/2017 00:05:00","EST","WEST",61752,1785.6
"03/11/2017 00:10:00","EST","CAPITL",61757,1286.6
"03/11/2017 00:10:00","EST","CENTRL",61754,1912.5
"03/11/2017 00:10:00","EST","DUNWOD",61760,588.1
"03/11/2017 00:10:00","EST","GENESE",61753,996.8
"03/11/2017 00:10:00","EST","HUD VL",61758,1071.7
"03/11/2017 00:10:00","EST","LONGIL",61762,2186.2
"03/11/2017 00:10:00","EST","MHK VL",61756,941.4
"03/11/2017 00:10:00","EST","MILLWD",61759,349.8
"03/11/2017 00:10:00","EST","N.Y.C.",61761,5303
"03/11/2017 00:10:00","EST","NORTH",61755,565.8
"03/11/2017 00:10:00","EST","WEST",61752,1785.3
"03/11/2017 00:15:00","EST","CAPITL",61757,1278.8
"03/11/2017 00:15:00","EST","CENTRL",61754,1910.9
"03/11/2017 00:15:00","EST","DUNWOD",61760,589.4
"03/11/2017 00:15:00","EST","GENESE",61753,986.9
"03/11/2017 00:15:00","EST","HUD VL",61758,1060.6
"03/11/2017 00:15:00","EST","LONGIL",61762,2154
"03/11/2017 00:15:00","EST","MHK VL",61756,927.9
"03/11/2017 00:15:00","EST","MILLWD",61759,358.7
"03/11/2017 00:15:00","EST","N.Y.C.",61761,5282.9
"03/11/2017 00:15:00","EST","NORTH",61755,564.9
"03/11/2017 00:15:00","EST","WEST",61752,1772.7
"03/11/2017 00:20:00","EST","CAPITL",61757,1278.5
"03/11/2017 00:20:00","EST","CENTRL",61754,1866.4
"03/11/2017 00:20:00","EST","DUNWOD",61760,592.3
"03/11/2017 00:20:00","EST","GENESE",61753,986.2
"03/11/2017 00:20:00","EST","HUD VL",61758,1067.2
"03/11/2017 00:20:00","EST","LONGIL",61762,2150.2
"03/11/2017 00:20:00","EST","MHK VL",61756,927.5
"03/11/2017 00:20:00","EST","MILLWD",61759,340.8
"03/11/2017 00:20:00","EST","N.Y.C.",61761,5256.4
"03/11/2017 00:20:00","EST","NORTH",61755,555.3
"03/11/2017 00:20:00","EST","WEST",61752,1781.5
"03/11/2017 00:25:00","EST","CAPITL",61757,1267.9
"03/11/2017 00:25:00","EST","CENTRL",61754,1840.5
"03/11/2017 00:25:00","EST","DUNWOD",61760,583.5
"03/11/2017 00:25:00","EST","GENESE",61753,978.5
"03/11/2017 00:25:00","EST","HUD VL",61758,1048.2
"03/11/2017 00:25:00","EST","LONGIL",61762,2161.1
"03/11/2017 00:25:00","EST","MHK VL",61756,943.8
