"Time Stamp","Time Zone","Name","PTID","Load"
"09/09/2019 00:00:00","EDT","CAPITL",61757,1116.5
"09/09/2019 00:00:00","EDT","CENTRL",61754,1392.7
"09/09/2019 00:00:00","EDT","DUNWOD",61760,580.9
"09/09/2019 00:00:00","EDT","GENESE",61753,867.1
"09/09/2019 00:00:00","EDT","HUD VL",61758,869.8
"09/09/2019 00:00:00","EDT","LONGIL",61762,2090.2
"09/09/2019 00:00:00","EDT","MHK VL",61756,689.9
"09/09/2019 00:00:00","EDT","MILLWD",61759,239.9
"09/09/2019 00:00:00","EDT","N.Y.C.",61761,5421.6
"09/09/2019 00:00:00","EDT","NORTH",61755,471.2
"09/09/2019 00:00:00","EDT","WEST",61752,1407.5
"09/09/2019 00:05:00","EDT","CAPITL",61757,1115.1
"09/09/2019 00:05:00","EDT","CENTRL",61754,1392.9
"09/09/2019 00:05:00","EDT","DUNWOD",61760,587.6
"09/09/2019 00:05:00","EDT","GENESE",61753,863.7
"09/09/2019 00:05:00","EDT","HUD VL",61758,884.5
"09/09/2019 00:05:00","EDT","LONGIL",61762,2079.3
"09/09/2019 00:05:00","EDT","MHK VL",61756,691.9
"09/09/2019 00:05:00","EDT","MILLWD",61759,234.5
"09/09/2019 00:05:00","EDT","N.Y.C.",61761,5422.9
"09/09/2019 00:05:00","EDT","NORTH",61755,470.8
"09/09/2019 00:05:00","EDT","WEST",61752,1401.9
"09/09/2019 00:10:00","EDT","CAPITL",61757,1123.4
"09/09/2019 00:10:00","EDT","CENTRL",61754,1406.6
"09/09/2019 00:10:00","EDT","DUNWOD",61760,593.2
"09/09/2019 00:10:00","EDT","GENESE",61753,863
"09/09/2019 00:10:00","EDT","HUD VL",61758,846.3
"09/09/2019 00:10:00","EDT","LONGIL",61762,2055.7
"09/09/2019 00:10:00","EDT","MHK VL",61756,700.3
"09/09/2019 00:10:00","EDT","MILLWD",61759,235.5
"09/09/2019 00:10:00","EDT","N.Y.C.",61761,5360.3
"09/09/2019 00:10:00","EDT","NORTH",61755,474.4
"09/09/2019 00:10:00","EDT","WEST",61752,1381.3
"09/09/2019 00:15:00","EDT","CAPITL",61757,1123.7
"09/09/2019 00:15:00","EDT","CENTRL",61754,1382.8
"09/09/2019 00:15:00","EDT","DUNWOD",61760,588.2
"09/09/2019 00:15:00","EDT","GENESE",61753,862.4
"09/09/2019 00:15:00","EDT","HUD VL",61758,874.2
"09/09/2019 00:15:00","EDT","LONGIL",61762,2045.7
"09/09/2019 00:15:00","EDT","MHK VL",61756,701
"09/09/2019 00:15:00","EDT","MILLWD",61759,224.6
"09/09/2019 00:15:00","EDT","N.Y.C.",61761,5322.8
"09/09/2019 00:15:00","EDT","NORTH",61755,467.5
"09/09/2019 00:15:00","EDT","WEST",61752,1356.4
