"Time Stamp","Time Zone","Name","PTID","Load"
"01/20/2016 00:00:00","EST","CAPITL",61757,1420.8
"01/20/2016 00:00:00","EST","CENTRL",61754,1866.7
"01/20/2016 00:00:00","EST","DUNWOD",61760,643.4
"01/20/2016 00:00:00","EST","GENESE",61753,1098.4
"01/20/2016 00:00:00","EST","HUD VL",61758,1093.8
"01/20/2016 00:00:00","EST","LONGIL",61762,2266.5
"01/20/2016 00:00:00","EST","MHK VL",61756,980
"01/20/2016 00:00:00","EST","MILLWD",61759,300.3
"01/20/2016 00:00:00","EST","N.Y.C.",61761,5577
"01/20/2016 00:00:00","EST","NORTH",61755,592.3
"01/20/2016 00:00:00","EST","WEST",61752,1775.4
"01/20/2016 00:05:00","EST","CAPITL",61757,1385.2
"01/20/2016 00:05:00","EST","CENTRL",61754,1845.2
"01/20/2016 00:05:00","EST","DUNWOD",61760,648.4
"01/20/2016 00:05:00","EST","GENESE",61753,1083
"01/20/2016 00:05:00","EST","HUD VL",61758,1078.6
"01/20/2016 00:05:00","EST","LONGIL",61762,2242.1
"01/20/2016 00:05:00","EST","MHK VL",61756,1002.6
"01/20/2016 00:05:00","EST","MILLWD",61759,291.5
"01/20/2016 00:05:00","EST","N.Y.C.",61761,5573.1
"01/20/2016 00:05:00","EST","NORTH",61755,584.8
"01/20/2016 00:05:00","EST","WEST",61752,1802.3
"01/20/2016 00:10:00","EST","CAPITL",61757,1385.9
"01/20/2016 00:10:00","EST","CENTRL",61754,1873.2
"01/20/2016 00:10:00","EST","DUNWOD",61760,613.6
"01/20/2016 00:10:00","EST","GENESE",61753,1094.8
"01/20/2016 00:10:00","EST","HUD VL",61758,1078.6
"01/20/2016 00:10:00","EST","LONGIL",61762,2229.6
"01/20/2016 00:10:00","EST","MHK VL",61756,988.5
"01/20/2016 00:10:00","EST","MILLWD",61759,334.8
"01/20/2016 00:10:00","EST","N.Y.C.",61761,5564.2
"01/20/2016 00:10:00","EST","NORTH",61755,576.7
"01/20/2016 00:10:00","EST","WEST",61752,1770.1
"01/20/2016 00:15:00","EST","CAPITL",61757,1373.6
"01/20/2016 00:15:00","EST","CENTRL",61754,1852.3
"01/20/2016 00:15:00","EST","DUNWOD",61760,632.2
"01/20/2016 00:15:00","EST","GENESE",61753,1090.1
"01/20/2016 00:15:00","EST","HUD VL",61758,1056.8
"01/20/2016 00:15:00","EST","LONGIL",61762,2224.7
"01/20/2016 00:15:00","EST","MHK VL",61756,989.6
"01/20/2016 00:15:00","EST","MILLWD",61759,295.2
"01/20/2016 00:15:00","EST","N.Y.C.",61761,5483.6
"01/20/2016 00:15:00","EST","NORTH",61755,595.7
"01/20/2016 00:15:00","EST","WEST",61752,1782.9
"01/20/2016 00:20:00","EST","CAPITL",61757,1374.5
"01/20/2016 00:20:00","EST","CENTRL",61754,1869.6
"01/20/2016 00:20:00","EST","DUNWOD",61760,626.1
"01/20/2016 00:20:00","EST","GENESE",61753,1089.3
"01/20/2016 00:20:00","EST","HUD VL",61758,1065.3
"01/20/2016 00:20:00","EST","LONGIL",61762,2245.3
"01/20/2016 00:20:00","EST","MHK VL",61756,991.9
"01/20/2016 00:20:00","EST","MILLWD",61759,305.2
"01/20/2016 00:20:00","EST","N.Y.C.",61761,5437.6
"01/20/2016 00:20:00","EST","NORTH",61755,591
"01/20/2016 00:20:00","EST","WEST",61752,1752.6
"01/20/2016 00:25:00","EST","CAPITL",61757,1357.5
"01/20/2016 00:25:00","EST","CENTRL",61754,1825.7
"01/20/2016 00:25:00","EST","DUNWOD",61760,608.2
"01/20/2016 00:25:00","EST","GENESE",61753,1081.5
"01/20/2016 00:25:00","EST","HUD VL",61758,1041.7
"01/20/2016 00:25:00","EST","LONGIL",61762,2198.8
"01/20/2016 00:25:00","EST","MHK VL",61756,996.1
"01/20/2016 00:25:00","EST","MILLWD",61759,332.3
"01/20/2016 00:25:00","EST","N.Y.C.",61761,5395
"01/20/2016 00:25:00","EST","NORTH",61755,588.2
"01/20/2016 00:25:00","EST","WEST",61752,1771.2
"01/20/2016 00:30:00","EST","CAPITL",61757,1380.9
"01/20/2016 00:30:00","EST","CENTRL",61754,1834.4
"01/20/2016 00:30:00","EST","DUNWOD",61760,617.1
"01/20/2016 00:30:00","EST","GENESE",61753,1072.7
"01/20/2016 00:30:00","EST","HUD VL",61758,1051.2
"01/20/2016 00:30:00","EST","LONGIL",61762,2195.2
"01/20/2016 00:30:00","EST","MHK VL",61756,990.3
"01/20/2016 00:30:00","EST","MILLWD",61759,310.9
"01/20/2016 00:30:00","EST","N.Y.C.",61761,5395.2
"01/20/2016 00:30:00","EST","NORTH",61755,588.9
"01/20/2016 00:30:00","EST","WEST",61752,1866
"01/20/2016 00:35:00","EST","CAPITL",61757,1367.1
"01/20/2016 00:35:00","EST","CENTRL",61754,1822.4
"01/20/2016 00:35:00","EST","DUNWOD",61760,622.8
"01/20/2016 00:35:00","EST","GENESE",61753,1078.3
"01/20/2016 00:35:00","EST","HUD VL",61758,1058.3
"01/20/2016 00:35:00","EST","LONGIL",61762,2162.8
"01/20/2016 00:35:00","EST","MHK VL",61756,981
"01/20/2016 00:35:00","EST","MILLWD",61759,295.6
"01/20/2016 00:35:00","EST","N.Y.C.",61761,5367
"01/20/2016 00:35:00","EST","NORTH",61755,588.7
"01/20/2016 00:35:00","EST","WEST",61752,1943.7
"01/20/2016 00:40:00","EST","CAPITL",61757,1368.6
"01/20/2016 00:40:00","EST","CENTRL",61754,1807.3
"01/20/2016 00:40:00","EST","DUNWOD",61760,613.4
"01/20/2016 00:40:00","EST","GENESE",61753,1077.6
"01/20/2016 00:40:00","EST","HUD VL",61758,1042.5
"01/20/2016 00:40:00","EST","LONGIL",61762,2165.3
"01/20/2016 00:40:00","EST","MHK VL",61756,965.6
"01/20/2016 00:40:00","EST","MILLWD",61759,303.8
"01/20/2016 00:40:00","EST","N.Y.C.",61761,5338.1
"01/20/2016 00:40:00","EST","NORTH",61755,591.8
"01/20/2016 00:40:00","EST","WEST",61752,1759.9
"01/20/2016 00:45:00","EST","CAPITL",61757,1347.3
"01/20/2016 00:45:00","EST","CENTRL",61754,1834.1
"01/20/2016 00:45:00","EST","DUNWOD",61760,603.8
"01/20/2016 00:45:00","EST","GENESE",61753,1058.6
"01/20/2016 00:45:00","EST","HUD VL",61758,1013.6
"01/20/2016 00:45:00","EST","LONGIL",61762,2172.3
"01/20/2016 00:45:00","EST","MHK VL",61756,961.1
"01/20/2016 00:45:00","EST","MILLWD",61759,311.2
"01/20/2016 00:45:00","EST","N.Y.C.",61761,5355
